"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000001460",18.0078899321852,1.15960108358705,0.332189247445249,3.49078452269342,0.000481604505548801,0.0052770266980788
"ENSG00000002919",3.8461188502161,2.29555813281235,0.797188977226559,2.87956582239591,0.0039822316137375,0.0281555587480831
"ENSG00000003147",13.0306287180639,-2.07088184936109,0.440187498718498,-4.70454489368729,2.5443287724439e-06,5.74206493392009e-05
"ENSG00000004838",37.8807831384787,1.72900393058463,0.338422410546896,5.10901133228893,3.23848931620242e-07,9.08588562909563e-06
"ENSG00000005156",80.1011847258876,-1.13773734961449,0.216074992617207,-5.26547443474902,1.39827777927721e-07,4.2166435631583e-06
"ENSG00000005812",413.956480088045,-1.16668563926353,0.195817004560706,-5.9580404770304,2.55280297502198e-09,1.13024864542958e-07
"ENSG00000006453",50.1820876399508,-1.09077046531758,0.282164161409523,-3.86573000578368,0.00011075741256958,0.00152587409240752
"ENSG00000006634",80.0939682763439,-1.65913163265728,0.245268586282829,-6.76455007060736,1.3372410840204e-11,9.19683591381618e-10
"ENSG00000006712",21.6649986451466,1.35726911392988,0.469031125033412,2.89377195134586,0.00380644506938623,0.0271240176634508
"ENSG00000007944",4.61130181688787,6.38623533388203,1.73419798046005,3.68252956458171,0.000230931076517592,0.00283171298901065
"ENSG00000010292",45.5012708476204,1.23292947704288,0.218457220184339,5.64380282786035,1.66334557306221e-08,6.19747601098126e-07
"ENSG00000010610",21.9571810780194,3.00014809118652,1.08023258222356,2.77731679321411,0.0054809729403378,0.036234395578221
"ENSG00000011426",10.4335943776402,2.22856016437173,0.676112017466561,3.29614044241116,0.000980229997153308,0.00952317250165693
"ENSG00000012061",237.004603419062,-1.2906525191927,0.291663042420032,-4.42514933837245,9.63755888252081e-06,0.000185092190459009
"ENSG00000013374",15.3226820785226,2.10594480678832,0.75599789151827,2.78564904798735,0.00534206743342521,0.0354778524204575
"ENSG00000013392",6.82943532139112,-2.00256203109565,0.553672218063625,-3.61687288211657,0.000298183648423267,0.00352952073643867
"ENSG00000013573",4.20304407313394,2.59957941450118,0.769715396549832,3.37732547140608,0.000731943860317724,0.00749705087810757
"ENSG00000013810",17.7109347298122,2.8829709725746,0.674392413905896,4.27491607723939,1.91209305305297e-05,0.000336064839627492
"ENSG00000014216",19.732247878067,2.14071746817169,0.443070995624232,4.83154503299338,1.3547756586166e-06,3.31082815448439e-05
"ENSG00000019102",73.0174068443947,3.00806612531599,0.369297365604049,8.14537661376433,3.78103220172873e-16,4.56874724375555e-14
"ENSG00000019582",23.1962854643059,2.21921687228489,0.833830399350897,2.66147273355884,0.00777996418389472,0.0476156794934112
"ENSG00000021762",9.88932998329232,2.30164514113202,0.655040838376726,3.51374297034028,0.000441840122558617,0.00490933469509574
"ENSG00000022567",231.817212901881,3.39366871048024,0.373869595038185,9.07714549543305,1.11459563019372e-19,2.25511208899659e-17
"ENSG00000022976",22.4953536840387,-1.04784291314709,0.27385613411357,-3.82625321334793,0.000130108458611261,0.00174817542844475
"ENSG00000023892",15.4614990538945,2.46255580906817,0.572204236764749,4.30363085563906,1.68021532122094e-05,0.00030016166929409
"ENSG00000023909",8.07493450034358,-3.06853469953799,0.920336719574464,-3.33414350886357,0.000855625004649915,0.00850735718909058
"ENSG00000024862",3.720867845468,2.14016916974082,0.696207842130261,3.07403772297697,0.00211182727519993,0.0174233260258316
"ENSG00000025423",61.8963895876758,1.87787213174078,0.403111567356605,4.65844268388249,3.18610487119059e-06,6.93845115878802e-05
"ENSG00000026025",29.8337753172597,3.72652818824956,0.448473130951395,8.3093677883089,9.62132864855335e-17,1.32865967051451e-14
"ENSG00000026297",31.7496694921814,3.79549485287136,0.723835574898181,5.2435870582974,1.57484448751893e-07,4.68415283467168e-06
"ENSG00000028137",31.2298334307724,3.01323353201539,0.775332595520322,3.88637540769612,0.000101752112498781,0.00141638940598303
"ENSG00000029534",179.459408721647,1.74520420526683,0.368408301779244,4.7371467929422,2.16748168909136e-06,4.96937155927022e-05
"ENSG00000033011",136.947646914656,-2.16905007752282,0.360676034786496,-6.01384585700795,1.8117279173553e-09,8.40641753652859e-08
"ENSG00000033170",16.6349032495864,-1.34187694892643,0.336559054559,-3.98704753519324,6.6900625588872e-05,0.00099238779645897
"ENSG00000035681",92.655114679405,-1.52758873518925,0.546812015617269,-2.79362686181069,0.00521205808370017,0.0347737004050548
"ENSG00000038427",48.4047540140355,2.86863047794266,0.852730356668622,3.36405342616111,0.000768066732911827,0.00778808924980524
"ENSG00000039123",48.0372474442467,-1.51761922399501,0.358657279342577,-4.23139111180687,2.32250421535635e-05,0.000397596563304794
"ENSG00000041353",1.57096570900768,-3.33837798117576,1.20812107273998,-2.76328097945055,0.00572234823043729,0.0375165257006816
"ENSG00000044446",6.10738525372526,1.44539345920517,0.511623557030854,2.82511123528661,0.00472642047068548,0.0322635214554442
"ENSG00000049089",576.688789306517,1.59043950217396,0.355255917157658,4.47688391765236,7.57404044773539e-06,0.000149759436125677
"ENSG00000049247",27.8013499555468,-1.10757806479749,0.299967423210448,-3.6923278299472,0.000222210769157348,0.00274871494625574
"ENSG00000050327",31.1831289340431,-1.11353423214176,0.343929456821969,-3.23768205966193,0.00120505023500234,0.0112488594898287
