"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000000938",5.00982323808713,-3.096885439407,1.03583146263145,-2.98975803606081,0.00279198517074463,0.0261239169701169
"ENSG00000002919",3.8461188502161,-2.26432360063235,0.787192117631773,-2.87645614064893,0.00402168080886363,0.0344107175387374
"ENSG00000004700",119.852115867322,1.23067554009737,0.247724044889501,4.96792929667494,6.76716254306313e-07,3.18716850503778e-05
"ENSG00000005187",81.2198452039196,1.88290113969297,0.413412378772565,4.55453497856878,5.25015886615344e-06,0.000172562668434762
"ENSG00000005189",12.1513450958677,1.04726641240769,0.329679733163077,3.17661750802759,0.00149003411671493,0.0162786754137286
"ENSG00000005379",166.942517359109,2.67143097916483,0.569674140768898,4.68940186675695,2.74004800015108e-06,0.000101506622317348
"ENSG00000005882",42.6398433822309,-1.86164532430821,0.269559493333582,-6.90625027256751,4.97631744876088e-12,8.73569908505206e-10
"ENSG00000006118",99.9504326796375,-1.94728681826261,0.228028979554074,-8.53964624176564,1.34633371178337e-17,5.62112518368366e-15
"ENSG00000006695",3.62302053792853,-3.72394571843195,1.07033445756737,-3.47923557174421,0.00050284634839552,0.00695431547897403
"ENSG00000007237",15.7416066485963,-2.52752880793305,0.863229349377454,-2.92799220711837,0.00341158595856728,0.0304813070491309
"ENSG00000007372",21.4992770181662,1.87588758499921,0.375371039259479,4.99742225372502,5.81017514055998e-07,2.79612416110189e-05
"ENSG00000008513",27.8715270494177,-1.73725389673366,0.589544743747254,-2.94677192046757,0.00321109953466199,0.0290597923910125
"ENSG00000010932",2.78386541764498,2.9663110582688,0.923573522486134,3.2117757666806,0.00131917295529087,0.0147031629244829
"ENSG00000011422",5.12379822831279,-2.36381357336842,0.855868736136769,-2.76188797833442,0.00574681922344052,0.0449958760079621
"ENSG00000012061",237.004603419062,1.93621016740193,0.290452922807107,6.66617553264489,2.62555217448096e-11,3.82637075390395e-09
"ENSG00000012822",4.91521164912676,-2.61901263807712,0.822784620498973,-3.18310840142932,0.00145703054150011,0.015963267946875
"ENSG00000013364",13.0588158232078,-1.22841405682201,0.448848699203548,-2.73681099889951,0.00620379242050232,0.047796820048696
"ENSG00000013725",13.3268270945038,-1.37818055388375,0.335107744622431,-4.1126490688437,3.9114474053906e-05,0.000884685790900059
"ENSG00000014164",3.84896688369835,-2.92973357683316,0.831381137097057,-3.52393558875168,0.000425187594642921,0.00608739384804805
"ENSG00000014216",19.732247878067,-1.14141116845169,0.412255965860096,-2.76869533245043,0.00562812373343673,0.0443814473885302
"ENSG00000016864",64.5695813190631,1.07242202893556,0.269086228043265,3.98542146409339,6.7360454661743e-05,0.00137461598892286
"ENSG00000019144",4.60385504750734,-1.76288595046567,0.642891204672481,-2.74212174261082,0.00610437121199029,0.047244652546506
"ENSG00000020633",10.4382982541982,-2.08466050441812,0.661962501295176,-3.14921238036798,0.00163711171550916,0.017513920901098
"ENSG00000023330",19.1951244104597,-3.17041134857785,0.758005561292031,-4.18257003705071,2.88232183317581e-05,0.000694635065193446
"ENSG00000023445",2.3879465762811,-5.25723602223178,1.39396426653553,-3.77142811221251,0.000162315921334041,0.00277988509176082
"ENSG00000023902",20.727720469883,-1.981726508217,0.673933470691826,-2.94053729989499,0.00327643551149885,0.0295074333103073
"ENSG00000026025",29.8337753172597,-1.60585316952568,0.383849727180617,-4.18354646575028,2.86996396384701e-05,0.000692737551773572
"ENSG00000026297",31.7496694921814,-2.62698231970723,0.697619688983509,-3.76563672326245,0.000166125186248555,0.00282632365326837
"ENSG00000026508",24.0216301277475,-2.4403896985253,0.828236564578689,-2.94648872422903,0.0032140413699214,0.0290693858797107
"ENSG00000028116",107.816924188015,1.33722605727866,0.234902048278076,5.6926964540371,1.25048586776322e-08,9.75631600262939e-07
