"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000000419",5.09780408562056,-0.647044797853534,0.798746808829138,-0.810074970818374,0.417897088488757,0.737716707696972
"ENSG00000000457",139.048138872033,1.51331408471291,0.179774356037355,8.41785290221519,3.83446813659036e-17,7.35499277070437e-15
"ENSG00000000460",107.194330007922,0.132061893235497,0.195950321880097,0.673955990316293,0.500339293826227,0.790114914652536
"ENSG00000000938",5.00982323808713,-1.66267990537085,1.05139084028059,-1.58140992071713,0.113784340577009,0.388433887784962
"ENSG00000001036",14.7046972649881,-0.570786868667172,0.369097990527628,-1.54643721536178,0.12199901214402,0.405358260262197
"ENSG00000001084",9.58832806291496,-2.2908805708593,0.755318887610482,-3.03299786148166,0.00242137316046681,0.026955785663546
"ENSG00000001167",21.2094428575268,0.292906615970996,0.470335350851371,0.622761218013477,0.533441447072379,0.808914740729691
"ENSG00000001460",18.0078899321852,1.10275996368707,0.299769658743752,3.67869106002394,0.000234434036590858,0.00396804692284137
"ENSG00000001461",3.59059434238166,-0.1064401550352,0.716382558294571,-0.148580048191839,0.881885017475991,0.955955154050049
"ENSG00000001497",13.5418646899298,0.854976316314524,0.645496437384311,1.32452522864273,0.185328669984597,0.508925864930367
"ENSG00000001561",3.10627772692867,-2.04981571286077,0.912975139312313,-2.24520430469198,0.0247550198895844,0.14726063113804
"ENSG00000001617",1.03851904608279,0.535967036492755,1.22145501137589,0.438793923231787,0.660810863865999,0.867852688236103
"ENSG00000001629",3.48087680055193,-0.754293992172368,1.1152383563132,-0.676352268465681,0.498817014557626,0.78883405218792
"ENSG00000001630",1.14041065727952,-1.5252847175985,1.28914176540464,-1.18317842034987,0.236738443504483,0.580475145026456
"ENSG00000001631",7.58147171094898,-0.128843362534911,0.51242972828311,-0.251436158800933,0.801476914734791,0.927055661529307
"ENSG00000002016",3.21489932186923,-1.34918307854923,0.730186806880987,-1.84772316595572,0.0646424009241785,0.279097251607917
